system,completeness,lognr,noise,algo,metric,value,dimension,experiment
2_3,3,3,2,ILP,Best Align,0.336201402166985,Precision,1A
1_5,4,3,2,ILP,Best Align,0.601019184652278,Precision,1A
10_2,4,3,2,ILP,Best Align,0.245084296268233,Precision,1A
11_3,4,3,2,ILP,Best Align,0.488243626062323,Precision,1A
2_3,4,3,2,ILP,Best Align,0.380506428245122,Precision,1A
1_5,1,4,2,ILP,Best Align,0.79854213237438,Precision,1A
10_2,1,4,2,ILP,Best Align,0.287489390848583,Precision,1A
11_3,1,4,2,ILP,Best Align,0.359268764579199,Precision,1A
4_3,4,3,2,ILP,Best Align,0.254350063425959,Precision,1A
4_3,1,4,2,ILP,Best Align,0.317036504592409,Precision,1A
1_5,2,4,2,ILP,Best Align,0.914360726787798,Precision,1A
4_3,2,4,2,ILP,Best Align,0.256420015708335,Precision,1A
1_5,3,4,2,ILP,Best Align,0.912565498818453,Precision,1A
11_3,3,4,2,ILP,Best Align,0.37462084716126,Precision,1A
2_3,3,4,2,ILP,Best Align,0.316373928087859,Precision,1A
1_5,4,4,2,ILP,Best Align,0.540753508987934,Precision,1A
10_2,4,4,2,ILP,Best Align,0.316449471354807,Precision,1A
11_3,4,4,2,ILP,Best Align,0.453601108033241,Precision,1A
2_3,4,4,2,ILP,Best Align,0.335414859786065,Precision,1A
1_5,1,5,2,ILP,Best Align,0.799827449894104,Precision,1A
4_3,1,5,2,ILP,Best Align,0.32835734114515,Precision,1A
1_5,2,5,2,ILP,Best Align,0.813773690400447,Precision,1A
1_5,3,5,2,ILP,Best Align,0.773676770849694,Precision,1A
11_3,3,5,2,ILP,Best Align,0.546549121844127,Precision,1A
2_3,3,5,2,ILP,Best Align,0.245003636363636,Precision,1A
1_5,4,5,2,ILP,Best Align,0.414114784019469,Precision,1A
10_2,4,5,2,ILP,Best Align,0.30178049798303,Precision,1A
11_3,4,5,2,ILP,Best Align,0.430822812363953,Precision,1A
2_3,4,5,2,ILP,Best Align,0.291228363110146,Precision,1A
4_3,4,5,2,ILP,Best Align,0.291633346661335,Precision,1A
1_5,1,1,3,ILP,Best Align,0.797500814494856,Precision,1A
10_2,1,1,3,ILP,Best Align,0.270759550252725,Precision,1A
4_3,1,1,3,ILP,Best Align,0.352402465369745,Precision,1A
1_5,2,1,3,ILP,Best Align,0.768668792155983,Precision,1A
11_3,2,1,3,ILP,Best Align,0.371034087814008,Precision,1A
1_5,3,1,3,ILP,Best Align,0.799105696325578,Precision,1A
10_2,3,1,3,ILP,Best Align,0.230601588439205,Precision,1A
11_3,3,1,3,ILP,Best Align,0.34344125246998,Precision,1A
4_3,3,1,3,ILP,Best Align,0.297033079458906,Precision,1A
1_5,4,1,3,ILP,Best Align,0.589903329752954,Precision,1A
10_2,4,1,3,ILP,Best Align,0.251672671127123,Precision,1A
11_3,4,1,3,ILP,Best Align,0.505269497139416,Precision,1A
2_3,4,1,3,ILP,Best Align,0.251813038194671,Precision,1A
1_5,1,2,3,ILP,Best Align,0.801335567691982,Precision,1A
4_3,1,2,3,ILP,Best Align,0.324832159088889,Precision,1A
1_5,2,2,3,ILP,Best Align,0.801748742060546,Precision,1A
10_2,2,2,3,ILP,Best Align,0.24099320379678,Precision,1A
11_3,2,2,3,ILP,Best Align,0.34414254417236,Precision,1A
4_3,2,2,3,ILP,Best Align,0.320005250542954,Precision,1A
1_5,3,2,3,ILP,Best Align,0.690586354841423,Precision,1A
11_3,3,2,3,ILP,Best Align,0.331392691795656,Precision,1A
4_3,3,2,3,ILP,Best Align,0.288042119379915,Precision,1A
1_5,4,2,3,ILP,Best Align,0.634867689570825,Precision,1A
10_2,4,2,3,ILP,Best Align,0.315912385247222,Precision,1A
11_3,4,2,3,ILP,Best Align,0.410962241169306,Precision,1A
2_3,4,2,3,ILP,Best Align,0.319029304386873,Precision,1A
1_5,1,3,3,ILP,Best Align,0.799131493936345,Precision,1A
11_3,1,3,3,ILP,Best Align,0.36254502614253,Precision,1A
4_3,1,3,3,ILP,Best Align,0.34142557951248,Precision,1A
1_5,2,3,3,ILP,Best Align,0.829838674227439,Precision,1A
11_3,2,3,3,ILP,Best Align,0.338417151718999,Precision,1A
1_5,3,3,3,ILP,Best Align,0.770770970531497,Precision,1A
11_3,3,3,3,ILP,Best Align,0.326833182167027,Precision,1A
2_3,3,3,3,ILP,Best Align,0.296488138402569,Precision,1A
1_5,4,3,3,ILP,Best Align,0.676128683427954,Precision,1A
11_3,4,3,3,ILP,Best Align,0.379209812003619,Precision,1A
2_3,4,3,3,ILP,Best Align,0.2395730080061,Precision,1A
10_2,4,3,3,ILP,Best Align,0.248696088264794,Precision,1A
1_5,1,4,3,ILP,Best Align,0.803432772955353,Precision,1A
11_3,1,4,3,ILP,Best Align,0.375178969533438,Precision,1A
1_5,2,4,3,ILP,Best Align,0.766933136028052,Precision,1A
11_3,2,4,3,ILP,Best Align,0.308797824820353,Precision,1A
4_3,2,4,3,ILP,Best Align,0.315608515779197,Precision,1A
1_5,3,4,3,ILP,Best Align,0.904313290846957,Precision,1A
11_3,3,4,3,ILP,Best Align,0.50286725936189,Precision,1A
1_5,4,4,3,ILP,Best Align,0.502162629757785,Precision,1A
10_2,4,4,3,ILP,Best Align,0.295085612630643,Precision,1A
11_3,4,4,3,ILP,Best Align,0.412577608652113,Precision,1A
2_3,4,4,3,ILP,Best Align,0.296092482700561,Precision,1A
1_5,1,5,3,ILP,Best Align,0.799902031485992,Precision,1A
10_2,1,5,3,ILP,Best Align,0.266214651095454,Precision,1A
11_3,1,5,3,ILP,Best Align,0.385647429720246,Precision,1A
4_3,1,5,3,ILP,Best Align,0.351729140065446,Precision,1A
1_5,2,5,3,ILP,Best Align,0.814504857082955,Precision,1A
11_3,2,5,3,ILP,Best Align,0.323040611830429,Precision,1A
9_1,2,5,3,ILP,Best Align,0.462184361403651,Precision,1A
1_5,3,5,3,ILP,Best Align,0.87102231531459,Precision,1A
4_3,3,5,3,ILP,Best Align,0.307384931275614,Precision,1A
8_3,3,5,3,ILP,Best Align,0.223908918406072,Precision,1A
9_1,3,5,3,ILP,Best Align,0.434095422100574,Precision,1A
1_5,4,5,3,ILP,Best Align,0.301851270787575,Precision,1A
8_3,4,5,3,ILP,Best Align,0.315789473684211,Precision,1A
9_1,4,5,3,ILP,Best Align,0.37924392005779,Precision,1A
1_5,1,1,0,alpha,Best Align,0.793052673850479,Precision,1A
11_3,1,1,0,alpha,Best Align,0.759874827847544,Precision,1A
2_3,1,1,0,alpha,Best Align,0.720861244019139,Precision,1A
4_3,1,1,0,alpha,Best Align,1,Precision,1A
7_7,3,5,3,ILP,Best Align,0.397014152508688,Precision,1A
5_5,1,1,0,alpha,Best Align,0.908601756293314,Precision,1A
6_3,1,1,0,alpha,Best Align,0.572248074454429,Precision,1A
8_3,1,1,0,alpha,Best Align,0,Precision,1A
7_7,1,1,0,alpha,Best Align,0.692931806869089,Precision,1A
1_5,2,1,0,alpha,Best Align,0.793054427294882,Precision,1A
11_3,2,1,0,alpha,Best Align,0.760398643504741,Precision,1A
2_3,2,1,0,alpha,Best Align,0.72083052125928,Precision,1A
4_3,2,1,0,alpha,Best Align,1,Precision,1A
5_5,2,1,0,alpha,Best Align,0.908225622620462,Precision,1A
6_3,2,1,0,alpha,Best Align,0.573238380809595,Precision,1A
8_3,2,1,0,alpha,Best Align,0,Precision,1A
7_7,2,1,0,alpha,Best Align,0.691694206309525,Precision,1A
1_5,3,1,0,alpha,Best Align,0.677998472116119,Precision,1A
11_3,3,1,0,alpha,Best Align,0.75991575991576,Precision,1A
2_3,3,1,0,alpha,Best Align,0.721209323794138,Precision,1A
4_3,3,1,0,alpha,Best Align,1,Precision,1A
5_5,3,1,0,alpha,Best Align,0.906703081799177,Precision,1A
6_3,3,1,0,alpha,Best Align,0.571927103528499,Precision,1A
8_3,3,1,0,alpha,Best Align,0,Precision,1A
7_7,3,1,0,alpha,Best Align,0.691561221577395,Precision,1A
1_5,4,1,0,alpha,Best Align,0.2,Precision,1A
11_3,4,1,0,alpha,Best Align,0.716997411561691,Precision,1A
2_3,4,1,0,alpha,Best Align,0.721119133574007,Precision,1A
4_3,4,1,0,alpha,Best Align,1,Precision,1A
5_5,4,1,0,alpha,Best Align,0.896661367249603,Precision,1A
6_3,4,1,0,alpha,Best Align,0.617462718824292,Precision,1A
8_3,4,1,0,alpha,Best Align,0,Precision,1A
7_7,4,1,0,alpha,Best Align,0.690061812283547,Precision,1A
1_5,1,2,0,alpha,Best Align,0.793245309841256,Precision,1A
2_3,1,2,0,alpha,Best Align,0.720806427761621,Precision,1A
11_3,1,2,0,alpha,Best Align,0.759923389507605,Precision,1A
4_3,1,2,0,alpha,Best Align,1,Precision,1A
7_7,4,5,3,ILP,Best Align,0.387936450791596,Precision,1A
6_3,1,2,0,alpha,Best Align,0.572858302098226,Precision,1A
5_5,1,2,0,alpha,Best Align,0.908626615415913,Precision,1A
8_3,1,2,0,alpha,Best Align,0,Precision,1A
7_7,1,2,0,alpha,Best Align,0.691173941880174,Precision,1A
1_5,2,2,0,alpha,Best Align,0.793075765178123,Precision,1A
11_3,2,2,0,alpha,Best Align,0.759191299125909,Precision,1A
2_3,2,2,0,alpha,Best Align,0.720985543870081,Precision,1A
4_3,2,2,0,alpha,Best Align,1,Precision,1A
5_5,2,2,0,alpha,Best Align,0.908445625355855,Precision,1A
6_3,2,2,0,alpha,Best Align,0.573082964965477,Precision,1A
8_3,2,2,0,alpha,Best Align,0,Precision,1A
1_5,3,2,0,alpha,Best Align,0.679290508149569,Precision,1A
7_7,2,2,0,alpha,Best Align,0.693132517371521,Precision,1A
11_3,3,2,0,alpha,Best Align,0.759237187127533,Precision,1A
2_3,3,2,0,alpha,Best Align,0.720707115572533,Precision,1A
4_3,3,2,0,alpha,Best Align,1,Precision,1A
5_5,3,2,0,alpha,Best Align,0.906785616082613,Precision,1A
6_3,3,2,0,alpha,Best Align,0.574910170285893,Precision,1A
8_3,3,2,0,alpha,Best Align,0,Precision,1A
1_5,4,2,0,alpha,Best Align,0.6,Precision,1A
7_7,3,2,0,alpha,Best Align,0.691903048457506,Precision,1A
11_3,4,2,0,alpha,Best Align,0.733864541832669,Precision,1A
2_3,4,2,0,alpha,Best Align,0.720818291215403,Precision,1A
4_3,4,2,0,alpha,Best Align,1,Precision,1A
5_5,4,2,0,alpha,Best Align,0.893152596431775,Precision,1A
8_3,4,2,0,alpha,Best Align,0,Precision,1A
6_3,4,2,0,alpha,Best Align,0.583263069139966,Precision,1A
7_7,4,2,0,alpha,Best Align,0.69074216453349,Precision,1A
1_5,1,3,0,alpha,Best Align,0.79309320259849,Precision,1A
2_3,1,3,0,alpha,Best Align,0.721037404951484,Precision,1A
11_3,1,3,0,alpha,Best Align,0.760059711998835,Precision,1A
4_3,1,3,0,alpha,Best Align,1,Precision,1A
6_3,1,3,0,alpha,Best Align,0.572376865808486,Precision,1A
5_5,1,3,0,alpha,Best Align,0.908659699806745,Precision,1A
8_3,1,3,0,alpha,Best Align,0,Precision,1A
7_7,1,3,0,alpha,Best Align,0.692500703687322,Precision,1A
1_5,2,3,0,alpha,Best Align,0.793094974812631,Precision,1A
11_3,2,3,0,alpha,Best Align,0.75978482656279,Precision,1A
2_3,2,3,0,alpha,Best Align,0.720872079393608,Precision,1A
4_3,2,3,0,alpha,Best Align,1,Precision,1A
5_5,2,3,0,alpha,Best Align,0.908371097056919,Precision,1A
6_3,2,3,0,alpha,Best Align,0.572052822671336,Precision,1A
8_3,2,3,0,alpha,Best Align,0,Precision,1A
1_5,3,3,0,alpha,Best Align,0.678617157490397,Precision,1A
7_7,2,3,0,alpha,Best Align,0.690578584077193,Precision,1A
11_3,3,3,0,alpha,Best Align,0.759800664451827,Precision,1A
2_3,3,3,0,alpha,Best Align,0.72105119080208,Precision,1A
4_3,3,3,0,alpha,Best Align,1,Precision,1A
5_5,3,3,0,alpha,Best Align,0.906284315878643,Precision,1A
8_3,3,3,0,alpha,Best Align,0,Precision,1A
6_3,3,3,0,alpha,Best Align,0.711553561413348,Precision,1A
1_5,4,3,0,alpha,Best Align,0.6,Precision,1A
7_7,3,3,0,alpha,Best Align,0.694072657743786,Precision,1A
11_3,4,3,0,alpha,Best Align,0.754901960784314,Precision,1A
2_3,4,3,0,alpha,Best Align,0.720860430215108,Precision,1A
4_3,4,3,0,alpha,Best Align,1,Precision,1A
5_5,4,3,0,alpha,Best Align,0.894074001757298,Precision,1A
8_3,4,3,0,alpha,Best Align,0,Precision,1A
6_3,4,3,0,alpha,Best Align,0.680607528065155,Precision,1A
7_7,4,3,0,alpha,Best Align,0.69399518238128,Precision,1A
1_5,1,4,0,alpha,Best Align,0.79295745861193,Precision,1A
2_3,1,4,0,alpha,Best Align,0.721096189107488,Precision,1A
11_3,1,4,0,alpha,Best Align,0.760029661569729,Precision,1A
4_3,1,4,0,alpha,Best Align,1,Precision,1A
6_3,1,4,0,alpha,Best Align,0.573140761465462,Precision,1A
8_3,1,4,0,alpha,Best Align,0,Precision,1A
7_7,1,4,0,alpha,Best Align,0.691640773779693,Precision,1A
1_5,2,4,0,alpha,Best Align,0.792828685258964,Precision,1A
5_5,1,4,0,alpha,Best Align,0.908597245685991,Precision,1A
11_3,2,4,0,alpha,Best Align,0.759294231910646,Precision,1A
2_3,2,4,0,alpha,Best Align,0.720976795738139,Precision,1A
4_3,2,4,0,alpha,Best Align,1,Precision,1A
5_5,2,4,0,alpha,Best Align,0.908448353267564,Precision,1A
6_3,2,4,0,alpha,Best Align,0.572937782629035,Precision,1A
8_3,2,4,0,alpha,Best Align,0,Precision,1A
1_5,3,4,0,alpha,Best Align,0.794556628621598,Precision,1A
7_7,2,4,0,alpha,Best Align,0.69317774411047,Precision,1A
11_3,3,4,0,alpha,Best Align,0.761122780217682,Precision,1A
2_3,3,4,0,alpha,Best Align,0.720870206489675,Precision,1A
4_3,3,4,0,alpha,Best Align,1,Precision,1A
5_5,3,4,0,alpha,Best Align,0.907052130193173,Precision,1A
6_3,3,4,0,alpha,Best Align,0.572131555998505,Precision,1A
8_3,3,4,0,alpha,Best Align,0,Precision,1A
1_5,4,4,0,alpha,Best Align,0.8,Precision,1A
11_3,4,4,0,alpha,Best Align,0.737694300518135,Precision,1A
7_7,3,4,0,alpha,Best Align,0.690836139571541,Precision,1A
2_3,4,4,0,alpha,Best Align,0.720955191843306,Precision,1A
4_3,4,4,0,alpha,Best Align,1,Precision,1A
5_5,4,4,0,alpha,Best Align,0.89337314582932,Precision,1A
8_3,4,4,0,alpha,Best Align,0,Precision,1A
6_3,4,4,0,alpha,Best Align,0.691995261465561,Precision,1A
7_7,4,4,0,alpha,Best Align,0.688736753258933,Precision,1A
1_5,1,5,0,alpha,Best Align,0.793193443992066,Precision,1A
2_3,1,5,0,alpha,Best Align,0.72094631303403,Precision,1A
11_3,1,5,0,alpha,Best Align,0.760045536083897,Precision,1A
4_3,1,5,0,alpha,Best Align,1,Precision,1A
6_3,1,5,0,alpha,Best Align,0.572823683564,Precision,1A
8_3,1,5,0,alpha,Best Align,0,Precision,1A
7_7,1,5,0,alpha,Best Align,0.693922579157954,Precision,1A
5_5,1,5,0,alpha,Best Align,0.908607527982867,Precision,1A
1_5,2,5,0,alpha,Best Align,0.792883696229421,Precision,1A
11_3,2,5,0,alpha,Best Align,0.760289275634995,Precision,1A
2_3,2,5,0,alpha,Best Align,0.720934197067849,Precision,1A
4_3,2,5,0,alpha,Best Align,1,Precision,1A
5_5,2,5,0,alpha,Best Align,0.908491221674091,Precision,1A
6_3,2,5,0,alpha,Best Align,0.57138026645026,Precision,1A
8_3,2,5,0,alpha,Best Align,0,Precision,1A
1_5,3,5,0,alpha,Best Align,0.793896505970809,Precision,1A
7_7,2,5,0,alpha,Best Align,0.692156057494867,Precision,1A
11_3,3,5,0,alpha,Best Align,0.749729144095341,Precision,1A
2_3,3,5,0,alpha,Best Align,0.721463199647422,Precision,1A
4_3,3,5,0,alpha,Best Align,1,Precision,1A
5_5,3,5,0,alpha,Best Align,0.906919836451493,Precision,1A
6_3,3,5,0,alpha,Best Align,0.570673046653655,Precision,1A
8_3,3,5,0,alpha,Best Align,0,Precision,1A
1_5,4,5,0,alpha,Best Align,1,Precision,1A
7_7,3,5,0,alpha,Best Align,0.692697864026601,Precision,1A
11_3,4,5,0,alpha,Best Align,0.750452079566004,Precision,1A
2_3,4,5,0,alpha,Best Align,0.721857524920982,Precision,1A
4_3,4,5,0,alpha,Best Align,1,Precision,1A
5_5,4,5,0,alpha,Best Align,0.89211743414438,Precision,1A
8_3,4,5,0,alpha,Best Align,0,Precision,1A
6_3,4,5,0,alpha,Best Align,0.692963396289487,Precision,1A
7_7,4,5,0,alpha,Best Align,0.691355255484276,Precision,1A
10_2,1,1,1,alpha,Best Align,1,Precision,1A
1_5,1,1,1,alpha,Best Align,0.777777777777778,Precision,1A
11_3,1,1,1,alpha,Best Align,0.666666666666667,Precision,1A
2_3,1,1,1,alpha,Best Align,0.4,Precision,1A
6_3,1,1,1,alpha,Best Align,0.666666666666667,Precision,1A
5_5,1,1,1,alpha,Best Align,0.75,Precision,1A
7_7,1,1,1,alpha,Best Align,1,Precision,1A
8_3,1,1,1,alpha,Best Align,0.891304347826087,Precision,1A
1_5,2,1,1,alpha,Best Align,0.777777777777778,Precision,1A
9_1,1,1,1,alpha,Best Align,0.5,Precision,1A
10_2,2,1,1,alpha,Best Align,1,Precision,1A
11_3,2,1,1,alpha,Best Align,1,Precision,1A
2_3,2,1,1,alpha,Best Align,0.4,Precision,1A
5_5,2,1,1,alpha,Best Align,0.75,Precision,1A
4_3,2,1,1,alpha,Best Align,0.444444444444444,Precision,1A
6_3,2,1,1,alpha,Best Align,0.333333333333333,Precision,1A
8_3,2,1,1,alpha,Best Align,1,Precision,1A
7_7,2,1,1,alpha,Best Align,0.666666666666667,Precision,1A
1_5,3,1,1,alpha,Best Align,0.666666666666667,Precision,1A
10_2,3,1,1,alpha,Best Align,1,Precision,1A
11_3,3,1,1,alpha,Best Align,0.666666666666667,Precision,1A
2_3,3,1,1,alpha,Best Align,0.79367844698855206,Precision,1A
4_3,3,1,1,alpha,Best Align,0.632763276327633,Precision,1A
5_5,3,1,1,alpha,Best Align,0.75,Precision,1A
6_3,3,1,1,alpha,Best Align,0.5,Precision,1A
8_3,3,1,1,alpha,Best Align,0.507246376811594,Precision,1A
7_7,3,1,1,alpha,Best Align,1,Precision,1A
1_5,4,1,1,alpha,Best Align,0.2,Precision,1A
11_3,4,1,1,alpha,Best Align,0.568555758683729,Precision,1A
2_3,4,1,1,alpha,Best Align,1,Precision,1A
4_3,4,1,1,alpha,Best Align,0.6,Precision,1A
5_5,4,1,1,alpha,Best Align,0.767018216682646,Precision,1A
6_3,4,1,1,alpha,Best Align,1,Precision,1A
7_7,4,1,1,alpha,Best Align,1,Precision,1A
8_3,4,1,1,alpha,Best Align,0.780952380952381,Precision,1A
4_3,1,1,1,alpha,Best Align,0.5,Precision,1A
1_5,1,2,1,alpha,Best Align,0.777777777777778,Precision,1A
10_2,1,2,1,alpha,Best Align,0.2,Precision,1A
11_3,1,2,1,alpha,Best Align,0.666666666666667,Precision,1A
2_3,1,2,1,alpha,Best Align,0.2,Precision,1A
5_5,1,2,1,alpha,Best Align,0.75,Precision,1A
6_3,1,2,1,alpha,Best Align,0.75,Precision,1A
7_7,1,2,1,alpha,Best Align,0.333333333333333,Precision,1A
9_1,1,2,1,alpha,Best Align,0.666666666666667,Precision,1A
1_5,2,2,1,alpha,Best Align,0.777777777777778,Precision,1A
10_2,2,2,1,alpha,Best Align,1,Precision,1A
11_3,2,2,1,alpha,Best Align,1,Precision,1A
2_3,2,2,1,alpha,Best Align,0.2,Precision,1A
4_3,2,2,1,alpha,Best Align,1,Precision,1A
5_5,2,2,1,alpha,Best Align,0.75,Precision,1A
6_3,2,2,1,alpha,Best Align,0.25,Precision,1A
4_3,1,2,1,alpha,Best Align,0.636363636363636,Precision,1A
8_3,2,2,1,alpha,Best Align,0.5,Precision,1A
7_7,2,2,1,alpha,Best Align,1,Precision,1A
1_5,3,2,1,alpha,Best Align,0.786071916249431,Precision,1A
11_3,3,2,1,alpha,Best Align,1,Precision,1A
2_3,3,2,1,alpha,Best Align,1,Precision,1A
4_3,3,2,1,alpha,Best Align,1,Precision,1A
5_5,3,2,1,alpha,Best Align,0.75,Precision,1A
6_3,3,2,1,alpha,Best Align,0.25,Precision,1A
8_3,3,2,1,alpha,Best Align,0.5,Precision,1A
7_7,3,2,1,alpha,Best Align,1,Precision,1A
1_5,4,2,1,alpha,Best Align,0.6,Precision,1A
11_3,4,2,1,alpha,Best Align,0.861979166666667,Precision,1A
2_3,4,2,1,alpha,Best Align,1,Precision,1A
4_3,4,2,1,alpha,Best Align,1,Precision,1A
5_5,4,2,1,alpha,Best Align,0.767097082735533,Precision,1A
7_7,4,2,1,alpha,Best Align,1,Precision,1A
8_3,4,2,1,alpha,Best Align,0.540540540540541,Precision,1A
1_5,1,3,1,alpha,Best Align,0.777777777777778,Precision,1A
10_2,1,3,1,alpha,Best Align,0.142857142857143,Precision,1A
11_3,1,3,1,alpha,Best Align,1,Precision,1A
2_3,1,3,1,alpha,Best Align,0.4,Precision,1A
4_3,1,3,1,alpha,Best Align,0.666666666666667,Precision,1A
5_5,1,3,1,alpha,Best Align,0.75,Precision,1A
6_3,1,3,1,alpha,Best Align,0.5,Precision,1A
7_7,1,3,1,alpha,Best Align,0.428571428571429,Precision,1A
8_3,1,3,1,alpha,Best Align,0.498246844319776,Precision,1A
9_1,1,3,1,alpha,Best Align,0.666666666666667,Precision,1A
1_5,2,3,1,alpha,Best Align,0.892796712593667,Precision,1A
11_3,2,3,1,alpha,Best Align,1,Precision,1A
2_3,2,3,1,alpha,Best Align,0.333333333333333,Precision,1A
4_3,2,3,1,alpha,Best Align,0.8,Precision,1A
5_5,2,3,1,alpha,Best Align,0.75,Precision,1A
6_3,2,3,1,alpha,Best Align,0.666666666666667,Precision,1A
7_7,2,3,1,alpha,Best Align,0.2,Precision,1A
8_3,2,3,1,alpha,Best Align,0.869607843137255,Precision,1A
9_1,2,3,1,alpha,Best Align,1,Precision,1A
1_5,3,3,1,alpha,Best Align,0.785511938486443,Precision,1A
11_3,3,3,1,alpha,Best Align,1,Precision,1A
2_3,3,3,1,alpha,Best Align,0.8,Precision,1A
4_3,3,3,1,alpha,Best Align,0.5,Precision,1A
5_5,3,3,1,alpha,Best Align,0.75,Precision,1A
7_7,3,3,1,alpha,Best Align,1,Precision,1A
8_3,3,3,1,alpha,Best Align,0.790697674418605,Precision,1A
1_5,4,3,1,alpha,Best Align,0.6,Precision,1A
11_3,4,3,1,alpha,Best Align,0.543563068920676,Precision,1A
2_3,4,3,1,alpha,Best Align,1,Precision,1A
4_3,4,3,1,alpha,Best Align,0.75,Precision,1A
5_5,4,3,1,alpha,Best Align,0.75,Precision,1A
7_7,4,3,1,alpha,Best Align,1,Precision,1A
8_3,4,3,1,alpha,Best Align,0.520833333333333,Precision,1A
1_5,1,4,1,alpha,Best Align,0.777777777777778,Precision,1A
11_3,1,4,1,alpha,Best Align,0.666666666666667,Precision,1A
2_3,1,4,1,alpha,Best Align,0.63038153360734,Precision,1A
4_3,1,4,1,alpha,Best Align,0.75,Precision,1A
5_5,1,4,1,alpha,Best Align,0.75,Precision,1A
6_3,1,4,1,alpha,Best Align,0.4,Precision,1A
7_7,1,4,1,alpha,Best Align,1,Precision,1A
8_3,1,4,1,alpha,Best Align,1,Precision,1A
9_1,1,4,1,alpha,Best Align,0.5,Precision,1A
1_5,2,4,1,alpha,Best Align,0.777777777777778,Precision,1A
10_2,2,4,1,alpha,Best Align,1,Precision,1A
11_3,2,4,1,alpha,Best Align,1,Precision,1A
2_3,2,4,1,alpha,Best Align,1,Precision,1A
4_3,2,4,1,alpha,Best Align,0.555555555555556,Precision,1A
5_5,2,4,1,alpha,Best Align,0.75,Precision,1A
6_3,2,4,1,alpha,Best Align,0.666666666666667,Precision,1A
7_7,2,4,1,alpha,Best Align,0.555555555555556,Precision,1A
1_5,3,4,1,alpha,Best Align,0.777777777777778,Precision,1A
11_3,3,4,1,alpha,Best Align,1,Precision,1A
2_3,3,4,1,alpha,Best Align,1,Precision,1A
4_3,3,4,1,alpha,Best Align,0.666666666666667,Precision,1A
5_5,3,4,1,alpha,Best Align,0.768016581632653,Precision,1A
6_3,3,4,1,alpha,Best Align,0.5,Precision,1A
7_7,3,4,1,alpha,Best Align,1,Precision,1A
8_3,3,4,1,alpha,Best Align,0.527272727272727,Precision,1A
1_5,4,4,1,alpha,Best Align,0.8,Precision,1A
11_3,4,4,1,alpha,Best Align,0.678396072013093,Precision,1A
2_3,4,4,1,alpha,Best Align,0.46412680756396,Precision,1A
4_3,4,4,1,alpha,Best Align,0.333333333333333,Precision,1A
5_5,4,4,1,alpha,Best Align,0.732444095723813,Precision,1A
6_3,4,4,1,alpha,Best Align,1,Precision,1A
7_7,4,4,1,alpha,Best Align,1,Precision,1A
8_3,4,4,1,alpha,Best Align,0.513888888888889,Precision,1A
1_5,1,5,1,alpha,Best Align,0.777777777777778,Precision,1A
10_2,1,5,1,alpha,Best Align,0.5,Precision,1A
11_3,1,5,1,alpha,Best Align,1,Precision,1A
2_3,1,5,1,alpha,Best Align,0.333333333333333,Precision,1A
4_3,1,5,1,alpha,Best Align,0.555555555555556,Precision,1A
6_3,1,5,1,alpha,Best Align,0.25,Precision,1A
5_5,1,5,1,alpha,Best Align,0.75,Precision,1A
7_7,1,5,1,alpha,Best Align,0.333333333333333,Precision,1A
9_1,1,5,1,alpha,Best Align,0.5,Precision,1A
1_5,2,5,1,alpha,Best Align,0.777777777777778,Precision,1A
10_2,2,5,1,alpha,Best Align,1,Precision,1A
11_3,2,5,1,alpha,Best Align,1,Precision,1A
2_3,2,5,1,alpha,Best Align,1,Precision,1A
4_3,2,5,1,alpha,Best Align,1,Precision,1A
5_5,2,5,1,alpha,Best Align,0.75,Precision,1A
6_3,2,5,1,alpha,Best Align,0.5,Precision,1A
7_7,2,5,1,alpha,Best Align,1,Precision,1A
8_3,2,5,1,alpha,Best Align,0.279378531073446,Precision,1A
9_1,2,5,1,alpha,Best Align,1,Precision,1A
