system,completeness,lognr,noise,algo,metric,value,dimension,experiment
7_7,4,3,1,alpha,Behavioral Precision,0.898636754242169,Precision,1A
10_2,1,4,1,alpha,Behavioral Precision,0.608505821095117,Precision,1A
11_3,1,4,1,alpha,Behavioral Precision,0.999756275895686,Precision,1A
2_3,1,4,1,alpha,Behavioral Precision,0.228417306424332,Precision,1A
8_3,1,4,1,alpha,Behavioral Precision,0.901180151019822,Precision,1A
1_5,2,4,1,alpha,Behavioral Precision,1,Precision,1A
9_1,1,4,1,alpha,Behavioral Precision,0.780851187088727,Precision,1A
11_3,2,4,1,alpha,Behavioral Precision,0.998588500988049,Precision,1A
10_2,2,4,1,alpha,Behavioral Precision,0.891643303984253,Precision,1A
4_3,1,4,1,alpha,Behavioral Precision,0.957859371629084,Precision,1A
6_3,1,4,1,alpha,Behavioral Precision,0.220764848353416,Precision,1A
2_3,2,4,1,alpha,Behavioral Precision,0.967244303619645,Precision,1A
4_3,2,4,1,alpha,Behavioral Precision,0.176958563238686,Precision,1A
8_3,2,4,1,alpha,Behavioral Precision,0.292178745851958,Precision,1A
6_3,2,4,1,alpha,Behavioral Precision,0.864764926770036,Precision,1A
1_5,3,4,1,alpha,Behavioral Precision,0.99901185770751,Precision,1A
9_1,2,4,1,alpha,Behavioral Precision,0.265299467696977,Precision,1A
5_5,2,4,1,alpha,Behavioral Precision,0.987336043936454,Precision,1A
7_7,1,4,1,alpha,Behavioral Precision,0.553220537557753,Precision,1A
10_2,3,4,1,alpha,Behavioral Precision,0.659018986075145,Precision,1A
11_3,3,4,1,alpha,Behavioral Precision,0.981251650382889,Precision,1A
2_3,3,4,1,alpha,Behavioral Precision,0.865117147812461,Precision,1A
7_7,2,4,1,alpha,Behavioral Precision,0.568314942962708,Precision,1A
8_3,3,4,1,alpha,Behavioral Precision,0.949507099518944,Precision,1A
4_3,3,4,1,alpha,Behavioral Precision,0.367807631862926,Precision,1A
1_5,4,4,1,alpha,Behavioral Precision,0.980769230769231,Precision,1A
6_3,3,4,1,alpha,Behavioral Precision,0.459940299573081,Precision,1A
9_1,3,4,1,alpha,Behavioral Precision,0.376676204321787,Precision,1A
5_5,1,4,1,alpha,Behavioral Precision,0.984933892098615,Precision,1A
5_5,3,4,1,alpha,Behavioral Precision,0.934307163693827,Precision,1A
10_2,4,4,1,alpha,Behavioral Precision,0.179688506567548,Precision,1A
11_3,4,4,1,alpha,Behavioral Precision,0.883043014575187,Precision,1A
2_3,4,4,1,alpha,Behavioral Precision,0.435615200402185,Precision,1A
8_3,4,4,1,alpha,Behavioral Precision,0.895162926438885,Precision,1A
4_3,4,4,1,alpha,Behavioral Precision,0.152905495459611,Precision,1A
9_1,4,4,1,alpha,Behavioral Precision,0.32823471776169,Precision,1A
5_5,4,4,1,alpha,Behavioral Precision,0.885773158836292,Precision,1A
6_3,4,4,1,alpha,Behavioral Precision,0.879427628832042,Precision,1A
7_7,3,4,1,alpha,Behavioral Precision,0.899816490612974,Precision,1A
1_5,1,5,1,alpha,Behavioral Precision,1,Precision,1A
7_7,4,4,1,alpha,Behavioral Precision,0.642293175298099,Precision,1A
10_2,1,5,1,alpha,Behavioral Precision,0.21933348612431,Precision,1A
11_3,1,5,1,alpha,Behavioral Precision,0.999931824379602,Precision,1A
2_3,1,5,1,alpha,Behavioral Precision,0.912674742594662,Precision,1A
8_3,1,5,1,alpha,Behavioral Precision,0.354628713362998,Precision,1A
1_5,2,5,1,alpha,Behavioral Precision,1,Precision,1A
4_3,1,5,1,alpha,Behavioral Precision,0.119098401877018,Precision,1A
9_1,1,5,1,alpha,Behavioral Precision,0.853366420238157,Precision,1A
10_2,2,5,1,alpha,Behavioral Precision,0.714085704521034,Precision,1A
11_3,2,5,1,alpha,Behavioral Precision,0.997800586510264,Precision,1A
6_3,1,5,1,alpha,Behavioral Precision,0.419268477581963,Precision,1A
2_3,2,5,1,alpha,Behavioral Precision,0.890838136105524,Precision,1A
4_3,2,5,1,alpha,Behavioral Precision,0.393984304991846,Precision,1A
8_3,2,5,1,alpha,Behavioral Precision,0.209179253674026,Precision,1A
1_5,3,5,1,alpha,Behavioral Precision,0.994959677419355,Precision,1A
9_1,2,5,1,alpha,Behavioral Precision,0.263199910590264,Precision,1A
6_3,2,5,1,alpha,Behavioral Precision,0.871463632657535,Precision,1A
5_5,2,5,1,alpha,Behavioral Precision,0.991899748402635,Precision,1A
10_2,3,5,1,alpha,Behavioral Precision,0.732774837454959,Precision,1A
11_3,3,5,1,alpha,Behavioral Precision,0.957241845529829,Precision,1A
7_7,1,5,1,alpha,Behavioral Precision,0.568046470887149,Precision,1A
2_3,3,5,1,alpha,Behavioral Precision,0.931577788172163,Precision,1A
4_3,3,5,1,alpha,Behavioral Precision,0.0738707883574013,Precision,1A
5_5,1,5,1,alpha,Behavioral Precision,0.982464153478023,Precision,1A
8_3,3,5,1,alpha,Behavioral Precision,0.904074177763792,Precision,1A
1_5,4,5,1,alpha,Behavioral Precision,0.974358974358974,Precision,1A
5_5,3,5,1,alpha,Behavioral Precision,0.954328255170864,Precision,1A
9_1,3,5,1,alpha,Behavioral Precision,0.467054945758265,Precision,1A
6_3,3,5,1,alpha,Behavioral Precision,0.505929010166557,Precision,1A
7_7,2,5,1,alpha,Behavioral Precision,0.547568135022496,Precision,1A
10_2,4,5,1,alpha,Behavioral Precision,0.484795412124504,Precision,1A
11_3,4,5,1,alpha,Behavioral Precision,0.900796524257784,Precision,1A
2_3,4,5,1,alpha,Behavioral Precision,0.902110282157349,Precision,1A
8_3,4,5,1,alpha,Behavioral Precision,0.860564989733645,Precision,1A
4_3,4,5,1,alpha,Behavioral Precision,0.14782221363356,Precision,1A
5_5,4,5,1,alpha,Behavioral Precision,0.954335349071336,Precision,1A
9_1,4,5,1,alpha,Behavioral Precision,0.405682920581059,Precision,1A
6_3,4,5,1,alpha,Behavioral Precision,0.153707003185142,Precision,1A
7_7,3,5,1,alpha,Behavioral Precision,0.552564033412114,Precision,1A
1_5,1,1,2,alpha,Behavioral Precision,1,Precision,1A
10_2,1,1,2,alpha,Behavioral Precision,0.864551244867227,Precision,1A
7_7,4,5,1,alpha,Behavioral Precision,0.982625098591969,Precision,1A
11_3,1,1,2,alpha,Behavioral Precision,0.999655864640092,Precision,1A
2_3,1,1,2,alpha,Behavioral Precision,0.955619930521322,Precision,1A
8_3,1,1,2,alpha,Behavioral Precision,0.371268102377831,Precision,1A
1_5,2,1,2,alpha,Behavioral Precision,1,Precision,1A
4_3,1,1,2,alpha,Behavioral Precision,0.124022176311789,Precision,1A
9_1,1,1,2,alpha,Behavioral Precision,0.903864251264557,Precision,1A
10_2,2,1,2,alpha,Behavioral Precision,0.948605659208579,Precision,1A
11_3,2,1,2,alpha,Behavioral Precision,1,Precision,1A
6_3,1,1,2,alpha,Behavioral Precision,0.837320040466125,Precision,1A
2_3,2,1,2,alpha,Behavioral Precision,0.723367247134414,Precision,1A
4_3,2,1,2,alpha,Behavioral Precision,0.108279804610141,Precision,1A
8_3,2,1,2,alpha,Behavioral Precision,0.42273151225513,Precision,1A
9_1,2,1,2,alpha,Behavioral Precision,0.944428319453437,Precision,1A
1_5,3,1,2,alpha,Behavioral Precision,0.996992481203008,Precision,1A
6_3,2,1,2,alpha,Behavioral Precision,0.766539421452791,Precision,1A
7_7,1,1,2,alpha,Behavioral Precision,0.575189118080827,Precision,1A
11_3,3,1,2,alpha,Behavioral Precision,0.996471107190119,Precision,1A
10_2,3,1,2,alpha,Behavioral Precision,0.646305684882143,Precision,1A
5_5,2,1,2,alpha,Behavioral Precision,0.961999603219101,Precision,1A
2_3,3,1,2,alpha,Behavioral Precision,0.956942096510453,Precision,1A
4_3,3,1,2,alpha,Behavioral Precision,0.133785153576451,Precision,1A
8_3,3,1,2,alpha,Behavioral Precision,0.891727621347576,Precision,1A
5_5,1,1,2,alpha,Behavioral Precision,0.986377156969381,Precision,1A
1_5,4,1,2,alpha,Behavioral Precision,0.991596638655462,Precision,1A
6_3,3,1,2,alpha,Behavioral Precision,0.688107966778549,Precision,1A
7_7,2,1,2,alpha,Behavioral Precision,0.506992503570672,Precision,1A
9_1,3,1,2,alpha,Behavioral Precision,0.136630125124682,Precision,1A
5_5,3,1,2,alpha,Behavioral Precision,0.947593825673046,Precision,1A
10_2,4,1,2,alpha,Behavioral Precision,0.836485517252923,Precision,1A
11_3,4,1,2,alpha,Behavioral Precision,0.868680825605743,Precision,1A
2_3,4,1,2,alpha,Behavioral Precision,0.327423963604472,Precision,1A
8_3,4,1,2,alpha,Behavioral Precision,0.872025343730793,Precision,1A
4_3,4,1,2,alpha,Behavioral Precision,0.217286956570169,Precision,1A
9_1,4,1,2,alpha,Behavioral Precision,0.350043145725357,Precision,1A
7_7,3,1,2,alpha,Behavioral Precision,0.546795939744769,Precision,1A
5_5,4,1,2,alpha,Behavioral Precision,0.773201027708649,Precision,1A
6_3,4,1,2,alpha,Behavioral Precision,0.826240202990694,Precision,1A
1_5,1,2,2,alpha,Behavioral Precision,1,Precision,1A
7_7,4,1,2,alpha,Behavioral Precision,0.901316196210597,Precision,1A
10_2,1,2,2,alpha,Behavioral Precision,0.917911314641521,Precision,1A
11_3,1,2,2,alpha,Behavioral Precision,0.999893009985735,Precision,1A
2_3,1,2,2,alpha,Behavioral Precision,0.974324477157259,Precision,1A
8_3,1,2,2,alpha,Behavioral Precision,0.237350000788686,Precision,1A
4_3,1,2,2,alpha,Behavioral Precision,0.115110234210826,Precision,1A
1_5,2,2,2,alpha,Behavioral Precision,0.999286733238231,Precision,1A
9_1,1,2,2,alpha,Behavioral Precision,0.844172988576558,Precision,1A
10_2,2,2,2,alpha,Behavioral Precision,0.775499632628418,Precision,1A
11_3,2,2,2,alpha,Behavioral Precision,0.994485087225661,Precision,1A
2_3,2,2,2,alpha,Behavioral Precision,0.956714650288299,Precision,1A
6_3,1,2,2,alpha,Behavioral Precision,0.675733647682675,Precision,1A
8_3,2,2,2,alpha,Behavioral Precision,0.324034666443128,Precision,1A
4_3,2,2,2,alpha,Behavioral Precision,0.111766988515327,Precision,1A
1_5,3,2,2,alpha,Behavioral Precision,0.99343339587242,Precision,1A
9_1,2,2,2,alpha,Behavioral Precision,0.198832984696686,Precision,1A
6_3,2,2,2,alpha,Behavioral Precision,0.769167656430303,Precision,1A
5_5,2,2,2,alpha,Behavioral Precision,0.965139053483925,Precision,1A
11_3,3,2,2,alpha,Behavioral Precision,0.992549564338932,Precision,1A
10_2,3,2,2,alpha,Behavioral Precision,0.733928227846751,Precision,1A
7_7,1,2,2,alpha,Behavioral Precision,0.557237295474987,Precision,1A
2_3,3,2,2,alpha,Behavioral Precision,0.980619682169708,Precision,1A
5_5,1,2,2,alpha,Behavioral Precision,0.985340802580043,Precision,1A
4_3,3,2,2,alpha,Behavioral Precision,0.183830584775015,Precision,1A
8_3,3,2,2,alpha,Behavioral Precision,0.902652084793823,Precision,1A
9_1,3,2,2,alpha,Behavioral Precision,0.193614157277917,Precision,1A
7_7,2,2,2,alpha,Behavioral Precision,0.52269482837073,Precision,1A
1_5,4,2,2,alpha,Behavioral Precision,0.986737400530504,Precision,1A
6_3,3,2,2,alpha,Behavioral Precision,0.831719933149614,Precision,1A
5_5,3,2,2,alpha,Behavioral Precision,0.979207226799381,Precision,1A
10_2,4,2,2,alpha,Behavioral Precision,0.478115350153134,Precision,1A
11_3,4,2,2,alpha,Behavioral Precision,0.864646464646465,Precision,1A
2_3,4,2,2,alpha,Behavioral Precision,0.228909118194976,Precision,1A
8_3,4,2,2,alpha,Behavioral Precision,0.828012462022044,Precision,1A
4_3,4,2,2,alpha,Behavioral Precision,0.116695190658463,Precision,1A
9_1,4,2,2,alpha,Behavioral Precision,0.826830483147933,Precision,1A
5_5,4,2,2,alpha,Behavioral Precision,0.940950772874574,Precision,1A
6_3,4,2,2,alpha,Behavioral Precision,0.794532985192267,Precision,1A
7_7,3,2,2,alpha,Behavioral Precision,0.57303090826054,Precision,1A
1_5,1,3,2,alpha,Behavioral Precision,1,Precision,1A
10_2,1,3,2,alpha,Behavioral Precision,0.989891068606222,Precision,1A
7_7,4,2,2,alpha,Behavioral Precision,0.978312591087696,Precision,1A
2_3,1,3,2,alpha,Behavioral Precision,0.950629201684173,Precision,1A
11_3,1,3,2,alpha,Behavioral Precision,0.999805276993477,Precision,1A
8_3,1,3,2,alpha,Behavioral Precision,0.650626763874743,Precision,1A
1_5,2,3,2,alpha,Behavioral Precision,1,Precision,1A
4_3,1,3,2,alpha,Behavioral Precision,0.0796881708631684,Precision,1A
9_1,1,3,2,alpha,Behavioral Precision,0.834442533132277,Precision,1A
10_2,2,3,2,alpha,Behavioral Precision,0.195330661187604,Precision,1A
11_3,2,3,2,alpha,Behavioral Precision,0.999886839425144,Precision,1A
2_3,2,3,2,alpha,Behavioral Precision,0.960304177876929,Precision,1A
6_3,1,3,2,alpha,Behavioral Precision,0.796268806798008,Precision,1A
4_3,2,3,2,alpha,Behavioral Precision,0.188572358543112,Precision,1A
8_3,2,3,2,alpha,Behavioral Precision,0.868253579432335,Precision,1A
9_1,2,3,2,alpha,Behavioral Precision,0.970281940563881,Precision,1A
1_5,3,3,2,alpha,Behavioral Precision,0.996610169491526,Precision,1A
7_7,1,3,2,alpha,Behavioral Precision,0.535870398826623,Precision,1A
6_3,2,3,2,alpha,Behavioral Precision,0.429313212439389,Precision,1A
5_5,2,3,2,alpha,Behavioral Precision,0.963447984344345,Precision,1A
11_3,3,3,2,alpha,Behavioral Precision,0.964993215739484,Precision,1A
10_2,3,3,2,alpha,Behavioral Precision,0.619408505784392,Precision,1A
2_3,3,3,2,alpha,Behavioral Precision,0.742315527107353,Precision,1A
5_5,1,3,2,alpha,Behavioral Precision,0.9858918996455,Precision,1A
4_3,3,3,2,alpha,Behavioral Precision,0.132201247105651,Precision,1A
8_3,3,3,2,alpha,Behavioral Precision,0.903098266605593,Precision,1A
1_5,4,3,2,alpha,Behavioral Precision,0.980769230769231,Precision,1A
9_1,3,3,2,alpha,Behavioral Precision,0.120239641375843,Precision,1A
5_5,3,3,2,alpha,Behavioral Precision,0.961424262151601,Precision,1A
6_3,3,3,2,alpha,Behavioral Precision,0.751665538208138,Precision,1A
7_7,2,3,2,alpha,Behavioral Precision,0.569409099974879,Precision,1A
11_3,4,3,2,alpha,Behavioral Precision,0.835833690527218,Precision,1A
10_2,4,3,2,alpha,Behavioral Precision,0.809542151926098,Precision,1A
2_3,4,3,2,alpha,Behavioral Precision,0.89465889550142,Precision,1A
8_3,4,3,2,alpha,Behavioral Precision,0.850509372499854,Precision,1A
4_3,4,3,2,alpha,Behavioral Precision,0.924261923759352,Precision,1A
9_1,4,3,2,alpha,Behavioral Precision,0.301656799451386,Precision,1A
7_7,3,3,2,alpha,Behavioral Precision,0.553741719021374,Precision,1A
6_3,4,3,2,alpha,Behavioral Precision,0.850002892549534,Precision,1A
5_5,4,3,2,alpha,Behavioral Precision,0.942178184917031,Precision,1A
1_5,1,4,2,alpha,Behavioral Precision,1,Precision,1A
7_7,4,3,2,alpha,Behavioral Precision,0.573529248557577,Precision,1A
10_2,1,4,2,alpha,Behavioral Precision,0.129390333864993,Precision,1A
11_3,1,4,2,alpha,Behavioral Precision,0.999758871518708,Precision,1A
2_3,1,4,2,alpha,Behavioral Precision,0.901054542735893,Precision,1A
8_3,1,4,2,alpha,Behavioral Precision,0.209287763009373,Precision,1A
4_3,1,4,2,alpha,Behavioral Precision,0.117136198235914,Precision,1A
1_5,2,4,2,alpha,Behavioral Precision,1,Precision,1A
9_1,1,4,2,alpha,Behavioral Precision,0.83486018716879,Precision,1A
10_2,2,4,2,alpha,Behavioral Precision,0.91397251027265,Precision,1A
11_3,2,4,2,alpha,Behavioral Precision,0.960252060106641,Precision,1A
6_3,1,4,2,alpha,Behavioral Precision,0.820607879123903,Precision,1A
2_3,2,4,2,alpha,Behavioral Precision,0.937351829827682,Precision,1A
4_3,2,4,2,alpha,Behavioral Precision,0.0954783582240036,Precision,1A
8_3,2,4,2,alpha,Behavioral Precision,0.571428733735286,Precision,1A
1_5,3,4,2,alpha,Behavioral Precision,0.991735537190083,Precision,1A
9_1,2,4,2,alpha,Behavioral Precision,0.975271550727987,Precision,1A
6_3,2,4,2,alpha,Behavioral Precision,0.780088724365843,Precision,1A
7_7,1,4,2,alpha,Behavioral Precision,0.526019941716805,Precision,1A
5_5,2,4,2,alpha,Behavioral Precision,0.961507273926123,Precision,1A
10_2,3,4,2,alpha,Behavioral Precision,0.946624396184173,Precision,1A
11_3,3,4,2,alpha,Behavioral Precision,0.99836867862969,Precision,1A
2_3,3,4,2,alpha,Behavioral Precision,0.888880722595599,Precision,1A
4_3,3,4,2,alpha,Behavioral Precision,0.0696342887856381,Precision,1A
8_3,3,4,2,alpha,Behavioral Precision,0.906586209889583,Precision,1A
6_3,3,4,2,alpha,Behavioral Precision,0.852210012902615,Precision,1A
1_5,4,4,2,alpha,Behavioral Precision,0.97737556561086,Precision,1A
7_7,2,4,2,alpha,Behavioral Precision,0.559202008009001,Precision,1A
5_5,3,4,2,alpha,Behavioral Precision,0.981532303801099,Precision,1A
9_1,3,4,2,alpha,Behavioral Precision,0.371746167333543,Precision,1A
11_3,4,4,2,alpha,Behavioral Precision,0.845791245791246,Precision,1A
10_2,4,4,2,alpha,Behavioral Precision,0.843223095157364,Precision,1A
5_5,1,4,2,alpha,Behavioral Precision,0.986297860548685,Precision,1A
2_3,4,4,2,alpha,Behavioral Precision,0.850021435460661,Precision,1A
4_3,4,4,2,alpha,Behavioral Precision,0.235052947000076,Precision,1A
8_3,4,4,2,alpha,Behavioral Precision,0.873682192547144,Precision,1A
9_1,4,4,2,alpha,Behavioral Precision,0.287473430057865,Precision,1A
7_7,3,4,2,alpha,Behavioral Precision,0.534275909522124,Precision,1A
5_5,4,4,2,alpha,Behavioral Precision,0.913896319906633,Precision,1A
6_3,4,4,2,alpha,Behavioral Precision,0.828410008868696,Precision,1A
1_5,1,5,2,alpha,Behavioral Precision,1,Precision,1A
10_2,1,5,2,alpha,Behavioral Precision,0.825842144289528,Precision,1A
7_7,4,4,2,alpha,Behavioral Precision,0.55638981879533,Precision,1A
11_3,1,5,2,alpha,Behavioral Precision,0.999709611847837,Precision,1A
2_3,1,5,2,alpha,Behavioral Precision,0.939995766841544,Precision,1A
8_3,1,5,2,alpha,Behavioral Precision,0.57442489626618,Precision,1A
1_5,2,5,2,alpha,Behavioral Precision,1,Precision,1A
4_3,1,5,2,alpha,Behavioral Precision,0.121065207686057,Precision,1A
9_1,1,5,2,alpha,Behavioral Precision,0.729632087296321,Precision,1A
10_2,2,5,2,alpha,Behavioral Precision,0.870138393669452,Precision,1A
11_3,2,5,2,alpha,Behavioral Precision,0.964163129728732,Precision,1A
2_3,2,5,2,alpha,Behavioral Precision,0.965353963991363,Precision,1A
6_3,1,5,2,alpha,Behavioral Precision,0.841578793511385,Precision,1A
4_3,2,5,2,alpha,Behavioral Precision,0.175474344891609,Precision,1A
8_3,2,5,2,alpha,Behavioral Precision,0.530789618359648,Precision,1A
9_1,2,5,2,alpha,Behavioral Precision,0.975903614457831,Precision,1A
1_5,3,5,2,alpha,Behavioral Precision,0.995178399228544,Precision,1A
6_3,2,5,2,alpha,Behavioral Precision,0.75818205345448,Precision,1A
7_7,1,5,2,alpha,Behavioral Precision,0.566757984155947,Precision,1A
11_3,3,5,2,alpha,Behavioral Precision,0.990103270223752,Precision,1A
10_2,3,5,2,alpha,Behavioral Precision,0.234066746838175,Precision,1A
5_5,2,5,2,alpha,Behavioral Precision,0.967095954586816,Precision,1A
2_3,3,5,2,alpha,Behavioral Precision,0.91977942120567,Precision,1A
8_3,3,5,2,alpha,Behavioral Precision,0.946747887631176,Precision,1A
7_7,2,5,2,alpha,Behavioral Precision,0.561188540473456,Precision,1A
4_3,3,5,2,alpha,Behavioral Precision,0.511291456967096,Precision,1A
6_3,3,5,2,alpha,Behavioral Precision,0.804079512292739,Precision,1A
9_1,3,5,2,alpha,Behavioral Precision,0.302965124634044,Precision,1A
5_5,1,5,2,alpha,Behavioral Precision,0.984687461503106,Precision,1A
1_5,4,5,2,alpha,Behavioral Precision,0.993630573248408,Precision,1A
5_5,3,5,2,alpha,Behavioral Precision,0.97681926057742,Precision,1A
11_3,4,5,2,alpha,Behavioral Precision,0.842352941176471,Precision,1A
10_2,4,5,2,alpha,Behavioral Precision,0.843459946050161,Precision,1A
2_3,4,5,2,alpha,Behavioral Precision,0.24035203209722,Precision,1A
7_7,3,5,2,alpha,Behavioral Precision,0.538163204651573,Precision,1A
8_3,4,5,2,alpha,Behavioral Precision,0.888814284190912,Precision,1A
9_1,4,5,2,alpha,Behavioral Precision,0.395245634770198,Precision,1A
4_3,4,5,2,alpha,Behavioral Precision,0.0892033539289063,Precision,1A
6_3,4,5,2,alpha,Behavioral Precision,0.561892984927326,Precision,1A
5_5,4,5,2,alpha,Behavioral Precision,0.916217271372573,Precision,1A
1_5,1,1,3,alpha,Behavioral Precision,1,Precision,1A
10_2,1,1,3,alpha,Behavioral Precision,0.844658727834176,Precision,1A
7_7,4,5,2,alpha,Behavioral Precision,0.561574844500466,Precision,1A
11_3,1,1,3,alpha,Behavioral Precision,0.999479646159388,Precision,1A
2_3,1,1,3,alpha,Behavioral Precision,0.923983929022405,Precision,1A
8_3,1,1,3,alpha,Behavioral Precision,0.460027879437264,Precision,1A
1_5,2,1,3,alpha,Behavioral Precision,1,Precision,1A
9_1,1,1,3,alpha,Behavioral Precision,0.954890024694194,Precision,1A
4_3,1,1,3,alpha,Behavioral Precision,0.0936771567788226,Precision,1A
10_2,2,1,3,alpha,Behavioral Precision,0.886867432534764,Precision,1A
11_3,2,1,3,alpha,Behavioral Precision,0.955251709136109,Precision,1A
2_3,2,1,3,alpha,Behavioral Precision,0.925206474461851,Precision,1A
6_3,1,1,3,alpha,Behavioral Precision,0.798290099374298,Precision,1A
4_3,2,1,3,alpha,Behavioral Precision,0.10830409006024,Precision,1A
8_3,2,1,3,alpha,Behavioral Precision,0.388558069756139,Precision,1A
9_1,2,1,3,alpha,Behavioral Precision,0.973760351192258,Precision,1A
1_5,3,1,3,alpha,Behavioral Precision,1,Precision,1A
7_7,1,1,3,alpha,Behavioral Precision,0.539369531183953,Precision,1A
6_3,2,1,3,alpha,Behavioral Precision,0.616077300544237,Precision,1A
10_2,3,1,3,alpha,Behavioral Precision,0.741325130541967,Precision,1A
5_5,2,1,3,alpha,Behavioral Precision,0.972297550762145,Precision,1A
11_3,3,1,3,alpha,Behavioral Precision,0.99878197320341,Precision,1A
2_3,3,1,3,alpha,Behavioral Precision,0.570245613035824,Precision,1A
8_3,3,1,3,alpha,Behavioral Precision,0.316845085447091,Precision,1A
4_3,3,1,3,alpha,Behavioral Precision,0.148629521927978,Precision,1A
7_7,2,1,3,alpha,Behavioral Precision,0.566386944745463,Precision,1A
1_5,4,1,3,alpha,Behavioral Precision,0.99236641221374,Precision,1A
9_1,3,1,3,alpha,Behavioral Precision,0.933423519180597,Precision,1A
5_5,1,1,3,alpha,Behavioral Precision,0.986814431493509,Precision,1A
5_5,3,1,3,alpha,Behavioral Precision,0.95431647349125,Precision,1A
6_3,3,1,3,alpha,Behavioral Precision,0.852443689376111,Precision,1A
11_3,4,1,3,alpha,Behavioral Precision,0.849772382397572,Precision,1A
10_2,4,1,3,alpha,Behavioral Precision,0.704365723159185,Precision,1A
2_3,4,1,3,alpha,Behavioral Precision,0.872377937599749,Precision,1A
8_3,4,1,3,alpha,Behavioral Precision,0.841579803669962,Precision,1A
7_7,3,1,3,alpha,Behavioral Precision,0.568835577846252,Precision,1A
4_3,4,1,3,alpha,Behavioral Precision,0.734772862966089,Precision,1A
9_1,4,1,3,alpha,Behavioral Precision,0.28453648882794,Precision,1A
6_3,4,1,3,alpha,Behavioral Precision,0.535067068855256,Precision,1A
5_5,4,1,3,alpha,Behavioral Precision,0.952594026290212,Precision,1A
1_5,1,2,3,alpha,Behavioral Precision,1,Precision,1A
7_7,4,1,3,alpha,Behavioral Precision,0.898686064080133,Precision,1A
10_2,1,2,3,alpha,Behavioral Precision,0.772133720521791,Precision,1A
11_3,1,2,3,alpha,Behavioral Precision,0.999277924406155,Precision,1A
2_3,1,2,3,alpha,Behavioral Precision,0.98051688566557,Precision,1A
8_3,1,2,3,alpha,Behavioral Precision,0.396898191658346,Precision,1A
1_5,2,2,3,alpha,Behavioral Precision,1,Precision,1A
4_3,1,2,3,alpha,Behavioral Precision,0.113992318194368,Precision,1A
9_1,1,2,3,alpha,Behavioral Precision,0.918549754778384,Precision,1A
10_2,2,2,3,alpha,Behavioral Precision,0.803977485925813,Precision,1A
11_3,2,2,3,alpha,Behavioral Precision,0.958295829582958,Precision,1A
6_3,1,2,3,alpha,Behavioral Precision,0.640821519315582,Precision,1A
2_3,2,2,3,alpha,Behavioral Precision,0.961309303675595,Precision,1A
8_3,2,2,3,alpha,Behavioral Precision,0.334625570740428,Precision,1A
4_3,2,2,3,alpha,Behavioral Precision,0.114925985666968,Precision,1A
1_5,3,2,3,alpha,Behavioral Precision,0.993103448275862,Precision,1A
9_1,2,2,3,alpha,Behavioral Precision,0.980868075385494,Precision,1A
7_7,1,2,3,alpha,Behavioral Precision,0.538742936711739,Precision,1A
6_3,2,2,3,alpha,Behavioral Precision,0.783252491177494,Precision,1A
5_5,2,2,3,alpha,Behavioral Precision,0.970807985592667,Precision,1A
10_2,3,2,3,alpha,Behavioral Precision,0.892457471975991,Precision,1A
11_3,3,2,3,alpha,Behavioral Precision,0.996271866934328,Precision,1A
2_3,3,2,3,alpha,Behavioral Precision,0.957901659413662,Precision,1A
4_3,3,2,3,alpha,Behavioral Precision,0.230283505763963,Precision,1A
8_3,3,2,3,alpha,Behavioral Precision,0.182228054324638,Precision,1A
5_5,1,2,3,alpha,Behavioral Precision,0.98820449208008,Precision,1A
7_7,2,2,3,alpha,Behavioral Precision,0.539927341168631,Precision,1A
1_5,4,2,3,alpha,Behavioral Precision,1,Precision,1A
9_1,3,2,3,alpha,Behavioral Precision,0.75,Precision,1A
6_3,3,2,3,alpha,Behavioral Precision,0.914010752178035,Precision,1A
10_2,4,2,3,alpha,Behavioral Precision,0.862443123483057,Precision,1A
5_5,3,2,3,alpha,Behavioral Precision,0.9621507862653,Precision,1A
11_3,4,2,3,alpha,Behavioral Precision,0.900783289817232,Precision,1A
2_3,4,2,3,alpha,Behavioral Precision,0.892158030468931,Precision,1A
8_3,4,2,3,alpha,Behavioral Precision,0.91174786008686,Precision,1A
9_1,4,2,3,alpha,Behavioral Precision,0.45498895170316,Precision,1A
4_3,4,2,3,alpha,Behavioral Precision,0.198610425259259,Precision,1A
7_7,3,2,3,alpha,Behavioral Precision,0.557889648989849,Precision,1A
5_5,4,2,3,alpha,Behavioral Precision,0.907507569269639,Precision,1A
6_3,4,2,3,alpha,Behavioral Precision,0.561078349511636,Precision,1A
1_5,1,3,3,alpha,Behavioral Precision,1,Precision,1A
7_7,4,2,3,alpha,Behavioral Precision,0.556474930059223,Precision,1A
10_2,1,3,3,alpha,Behavioral Precision,0.854589796742643,Precision,1A
11_3,1,3,3,alpha,Behavioral Precision,0.999345569206056,Precision,1A
2_3,1,3,3,alpha,Behavioral Precision,0.842170187323828,Precision,1A
8_3,1,3,3,alpha,Behavioral Precision,0.724988619206222,Precision,1A
1_5,2,3,3,alpha,Behavioral Precision,1,Precision,1A
4_3,1,3,3,alpha,Behavioral Precision,0.118962373109873,Precision,1A
9_1,1,3,3,alpha,Behavioral Precision,0.882864184719159,Precision,1A
10_2,2,3,3,alpha,Behavioral Precision,0.982877595873679,Precision,1A
11_3,2,3,3,alpha,Behavioral Precision,1,Precision,1A
6_3,1,3,3,alpha,Behavioral Precision,0.855865992559836,Precision,1A
